,date,ticker,open,high,low,close
0,2022-07-28T00:00:00.000Z,eurusd,1.020555,1.021235,1.020515,1.021035
1,2022-07-28T00:05:00.000Z,eurusd,1.021045,1.021235,1.020555,1.0206
2,2022-07-28T00:10:00.000Z,eurusd,1.020595,1.020685,1.020125,1.0202
3,2022-07-28T00:15:00.000Z,eurusd,1.020205,1.02026,1.019535,1.019545
4,2022-07-28T00:20:00.000Z,eurusd,1.01955,1.019595,1.019115,1.019285
5,2022-07-28T00:25:00.000Z,eurusd,1.019295,1.019305,1.018605,1.01863
6,2022-07-28T00:30:00.000Z,eurusd,1.018645,1.01922,1.01861,1.01913
7,2022-07-28T00:35:00.000Z,eurusd,1.019135,1.019155,1.01873,1.01874
8,2022-07-28T00:40:00.000Z,eurusd,1.018745,1.018775,1.018115,1.018155
9,2022-07-28T00:45:00.000Z,eurusd,1.01816,1.01859,1.018075,1.018355
10,2022-07-28T00:50:00.000Z,eurusd,1.01836,1.018855,1.01836,1.01868
11,2022-07-28T00:55:00.000Z,eurusd,1.018685,1.018955,1.018525,1.018625
12,2022-07-28T01:00:00.000Z,eurusd,1.018635,1.019045,1.018385,1.01891
13,2022-07-28T01:05:00.000Z,eurusd,1.018905,1.019345,1.018635,1.019295
14,2022-07-28T01:10:00.000Z,eurusd,1.0193,1.01971,1.01899,1.01953
15,2022-07-28T01:15:00.000Z,eurusd,1.019525,1.02005,1.019305,1.02005
16,2022-07-28T01:20:00.000Z,eurusd,1.020055,1.020095,1.01962,1.019635
17,2022-07-28T01:25:00.000Z,eurusd,1.01963,1.019765,1.019025,1.019735
18,2022-07-28T01:30:00.000Z,eurusd,1.019755,1.021225,1.01967,1.021085
19,2022-07-28T01:35:00.000Z,eurusd,1.02109,1.02148,1.021015,1.021035
20,2022-07-28T01:40:00.000Z,eurusd,1.02103,1.021135,1.020385,1.020695
21,2022-07-28T01:45:00.000Z,eurusd,1.02069,1.021285,1.020685,1.021165
22,2022-07-28T01:50:00.000Z,eurusd,1.02116,1.021335,1.020545,1.02072
23,2022-07-28T01:55:00.000Z,eurusd,1.020715,1.020875,1.020505,1.020615
24,2022-07-28T02:00:00.000Z,eurusd,1.020605,1.020715,1.020075,1.02009
25,2022-07-28T02:05:00.000Z,eurusd,1.0201,1.020295,1.019805,1.01981
26,2022-07-28T02:10:00.000Z,eurusd,1.019805,1.020165,1.019635,1.02004
27,2022-07-28T02:15:00.000Z,eurusd,1.02005,1.020185,1.019985,1.020165
28,2022-07-28T02:20:00.000Z,eurusd,1.02017,1.02033,1.020005,1.02007
29,2022-07-28T02:25:00.000Z,eurusd,1.020065,1.020395,1.02002,1.020065
30,2022-07-28T02:30:00.000Z,eurusd,1.02007,1.02017,1.01993,1.02008
31,2022-07-28T02:35:00.000Z,eurusd,1.020085,1.020435,1.020065,1.020365
32,2022-07-28T02:40:00.000Z,eurusd,1.020375,1.020405,1.020135,1.02018
33,2022-07-28T02:45:00.000Z,eurusd,1.020185,1.02039,1.02005,1.020375
34,2022-07-28T02:50:00.000Z,eurusd,1.02037,1.020625,1.02037,1.020465
35,2022-07-28T02:55:00.000Z,eurusd,1.02047,1.02064,1.02047,1.020535
36,2022-07-28T03:00:00.000Z,eurusd,1.020525,1.021095,1.020495,1.021065
37,2022-07-28T03:05:00.000Z,eurusd,1.02107,1.02138,1.021065,1.02127
38,2022-07-28T03:10:00.000Z,eurusd,1.021265,1.021425,1.02124,1.021375
39,2022-07-28T03:15:00.000Z,eurusd,1.02138,1.021395,1.02105,1.02109
40,2022-07-28T03:20:00.000Z,eurusd,1.021095,1.02143,1.020925,1.021375
41,2022-07-28T03:25:00.000Z,eurusd,1.02137,1.021575,1.02132,1.0214
42,2022-07-28T03:30:00.000Z,eurusd,1.021405,1.021425,1.021065,1.021275
43,2022-07-28T03:35:00.000Z,eurusd,1.021265,1.02129,1.021135,1.021225
44,2022-07-28T03:40:00.000Z,eurusd,1.021215,1.0213,1.02108,1.02115
45,2022-07-28T03:45:00.000Z,eurusd,1.021145,1.02117,1.020615,1.02077
46,2022-07-28T03:50:00.000Z,eurusd,1.020775,1.020855,1.02059,1.020645
47,2022-07-28T03:55:00.000Z,eurusd,1.020655,1.021035,1.020625,1.020985
